        latitude   reduced     regular   latitude
          116         600         640     24.992167
          117         640         640     24.430546
          118         640         640     23.868924
          119         640         640     23.307302
          120         640         640     22.745681
          121         640         640     22.184059
          122         640         640     21.622437
          123         640         640     21.060816
          124         640         640     20.499194
          125         640         640     19.937572
          126         640         640     19.375951
          127         640         640     18.814329
          128         640         640     18.252707
          129         640         640     17.691085
          130         640         640     17.129464
          131         640         640     16.567842
          132         640         640     16.006220
          133         640         640     15.444599
          134         640         640     14.882977
          135         640         640     14.321355
          136         640         640     13.759733
          137         640         640     13.198112
          138         640         640     12.636490
          139         640         640     12.074868
          140         640         640     11.513246
          141         640         640     10.951625
          142         640         640     10.390003
          143         640         640      9.828381
          144         640         640      9.266759
          145         640         640      8.705138
          146         640         640      8.143516
          147         640         640      7.581894
          148         640         640      7.020272
          149         640         640      6.458650
          150         640         640      5.897029
          151         640         640      5.335407
          152         640         640      4.773785
          153         640         640      4.212163
          154         640         640      3.650542
          155         640         640      3.088920
          156         640         640      2.527298
          157         640         640      1.965676
          158         640         640      1.404054
          159         640         640      0.842433
          160         640         640      0.280811
          161         640         640     -0.280811
          162         640         640     -0.842433
          163         640         640     -1.404054
          164         640         640     -1.965676
          165         640         640     -2.527298
          166         640         640     -3.088920
          167         640         640     -3.650542
          168         640         640     -4.212163
          169         640         640     -4.773785
          170         640         640     -5.335407
          171         640         640     -5.897029
          172         640         640     -6.458650
          173         640         640     -7.020272
          174         640         640     -7.581894
          175         640         640     -8.143516
          176         640         640     -8.705138
          177         640         640     -9.266759
          178         640         640     -9.828381
          179         640         640    -10.390003
          180         640         640    -10.951625
          181         640         640    -11.513246
          182         640         640    -12.074868
          183         640         640    -12.636490
          184         640         640    -13.198112
          185         640         640    -13.759733
          186         640         640    -14.321355
          187         640         640    -14.882977
          188         640         640    -15.444599
          189         640         640    -16.006220
          190         640         640    -16.567842
          191         640         640    -17.129464
          192         640         640    -17.691085
          193         640         640    -18.252707
          194         640         640    -18.814329
          195         640         640    -19.375951
          196         640         640    -19.937572
          197         640         640    -20.499194
          198         640         640    -21.060816
          199         640         640    -21.622437
          200         640         640    -22.184059
          201         640         640    -22.745681
          202         640         640    -23.307302
          203         640         640    -23.868924
          204         640         640    -24.430546
          205         600         640    -24.992167
          206         600         640    -25.553789
          207         600         640    -26.115410
          208         600         640    -26.677032
          209         600         640    -27.238654
          210         600         640    -27.800275
          211         600         640    -28.361897
          212         600         640    -28.923518
          213         600         640    -29.485140
          214         576         640    -30.046762
          215         576         640    -30.608383
          216         576         640    -31.170005
          217         576         640    -31.731626
          218         576         640    -32.293248
          219         576         640    -32.854869
          220         576         640    -33.416491
          221         576         640    -33.978112
          222         576         640    -34.539734
          223         576         640    -35.101355
          224         540         640    -35.662976
          225         540         640    -36.224598
          226         540         640    -36.786219
          227         540         640    -37.347841
          228         540         640    -37.909462
          229         540         640    -38.471083
          230         540         640    -39.032705
          231         540         640    -39.594326
          232         512         640    -40.155947
          233         512         640    -40.717569
          234         500         640    -41.279190
          235         500         640    -41.840811
          236         500         640    -42.402432
          237         500         640    -42.964054
          238         500         640    -43.525675
          239         480         640    -44.087296
          240         480         640    -44.648917
          241         480         640    -45.210538
          242         480         640    -45.772159
          243         480         640    -46.333780
          244         480         640    -46.895401
          245         480         640    -47.457022
          246         450         640    -48.018643
          247         450         640    -48.580264
          248         450         640    -49.141885
          249         450         640    -49.703506
          250         432         640    -50.265127
          251         432         640    -50.826748
          252         432         640    -51.388368
          253         432         640    -51.949989
          254         432         640    -52.511610
          255         405         640    -53.073230
          256         400         640    -53.634851
          257         400         640    -54.196471
          258         400         640    -54.758092
          259         384         640    -55.319712
          260         384         640    -55.881332
          261         375         640    -56.442953
          262         375         640    -57.004573
          263         375         640    -57.566193
          264         360         640    -58.127813
          265         360         640    -58.689433
          266         360         640    -59.251053
          267         360         640    -59.812673
          268         360         640    -60.374292
          269         360         640    -60.935912
          270         324         640    -61.497532
          271         320         640    -62.059151
          272         320         640    -62.620770
          273         320         640    -63.182389
          274         320         640    -63.744008
          275         300         640    -64.305627
          276         300         640    -64.867246
          277         288         640    -65.428865
          278         288         640    -65.990483
          279         288         640    -66.552101
          280         270         640    -67.113719
          281         270         640    -67.675337
          282         256         640    -68.236955
          283         250         640    -68.798572
          284         243         640    -69.360189
          285         240         640    -69.921806
          286         240         640    -70.483423
          287         225         640    -71.045039
          288         225         640    -71.606655
          289         216         640    -72.168270
          290         216         640    -72.729885
          291         200         640    -73.291499
          292         192         640    -73.853113
          293         192         640    -74.414727
          294         180         640    -74.976339
          295         180         640    -75.537951
          296         180         640    -76.099562
          297         160         640    -76.661172
          298         160         640    -77.222782
          299         150         640    -77.784389
          300         144         640    -78.345996
          301         135         640    -78.907601
          302         128         640    -79.469204
          303         125         640    -80.030805
          304         120         640    -80.592403
          305         120         640    -81.153998
          306         108         640    -81.715590
          307          96         640    -82.277177
          308          90         640    -82.838759
          309          90         640    -83.400334
          310          80         640    -83.961900
          311          72         640    -84.523454
          312          72         640    -85.084993
          313          64         640    -85.646511
          314          60         640    -86.207998
          315          50         640    -86.769438
          316          45         640    -87.330801
          317          40         640    -87.892028
          318          36         640    -88.452974
          319          25         640    -89.013176
          320          18         640    -89.570090
