latitude   reduced     regular   latitude
          116         512         512      8.771913
          117         512         512      8.070160
          118         512         512      7.368407
          119         512         512      6.666654
          120         512         512      5.964901
          121         512         512      5.263148
          122         512         512      4.561395
          123         512         512      3.859642
          124         512         512      3.157889
          125         512         512      2.456136
          126         512         512      1.754383
          127         512         512      1.052630
          128         512         512      0.350877
          129         512         512     -0.350877
          130         512         512     -1.052630
          131         512         512     -1.754383
          132         512         512     -2.456136
          133         512         512     -3.157889
          134         512         512     -3.859642
          135         512         512     -4.561395
          136         512         512     -5.263148
          137         512         512     -5.964901
          138         512         512     -6.666654
          139         512         512     -7.368407
          140         512         512     -8.070160
          141         512         512     -8.771913
          142         512         512     -9.473666
          143         512         512    -10.175419
          144         512         512    -10.877172
          145         512         512    -11.578925
          146         512         512    -12.280678
          147         512         512    -12.982431
          148         512         512    -13.684184
          149         512         512    -14.385937
          150         512         512    -15.087690
          151         512         512    -15.789443
          152         512         512    -16.491196
          153         512         512    -17.192949
          154         512         512    -17.894702
          155         500         512    -18.596455
          156         500         512    -19.298207
          157         500         512    -19.999960
          158         500         512    -20.701713
          159         500         512    -21.403466
          160         500         512    -22.105219
          161         500         512    -22.806972
          162         486         512    -23.508725
          163         486         512    -24.210477
          164         486         512    -24.912230
          165         480         512    -25.613983
          166         480         512    -26.315736
          167         480         512    -27.017488
          168         480         512    -27.719241
          169         480         512    -28.420994
          170         480         512    -29.122746
          171         480         512    -29.824499
          172         480         512    -30.526252
          173         480         512    -31.228004
          174         480         512    -31.929757
          175         450         512    -32.631509
          176         450         512    -33.333262
          177         450         512    -34.035014
          178         450         512    -34.736767
          179         450         512    -35.438519
          180         432         512    -36.140271
          181         432         512    -36.842024
          182         432         512    -37.543776
          183         432         512    -38.245528
          184         432         512    -38.947280
          185         432         512    -39.649033
          186         432         512    -40.350785
          187         405         512    -41.052537
          188         400         512    -41.754289
          189         400         512    -42.456041
          190         400         512    -43.157793
          191         400         512    -43.859545
          192         384         512    -44.561296
          193         384         512    -45.263048
          194         375         512    -45.964800
          195         375         512    -46.666551
          196         375         512    -47.368303
          197         375         512    -48.070054
          198         360         512    -48.771806
          199         360         512    -49.473557
          200         360         512    -50.175308
          201         360         512    -50.877059
          202         360         512    -51.578810
          203         360         512    -52.280561
          204         360         512    -52.982312
          205         324         512    -53.684062
          206         320         512    -54.385813
          207         320         512    -55.087563
          208         320         512    -55.789314
          209         320         512    -56.491064
          210         300         512    -57.192814
          211         300         512    -57.894563
          212         288         512    -58.596313
          213         288         512    -59.298062
          214         288         512    -59.999811
          215         270         512    -60.701560
          216         270         512    -61.403309
          217         256         512    -62.105058
          218         250         512    -62.806806
          219         250         512    -63.508554
          220         240         512    -64.210301
          221         240         512    -64.912048
          222         240         512    -65.613795
          223         225         512    -66.315541
          224         216         512    -67.017287
          225         216         512    -67.719033
          226         216         512    -68.420777
          227         200         512    -69.122522
          228         192         512    -69.824265
          229         192         512    -70.526008
          230         180         512    -71.227750
          231         180         512    -71.929491
          232         180         512    -72.631231
          233         160         512    -73.332970
          234         160         512    -74.034707
          235         150         512    -74.736443
          236         144         512    -75.438177
          237         144         512    -76.139910
          238         128         512    -76.841640
          239         125         512    -77.543367
          240         120         512    -78.245091
          241         120         512    -78.946811
          242         108         512    -79.648527
          243         100         512    -80.350237
          244          90         512    -81.051940
          245          90         512    -81.753635
          246          80         512    -82.455319
          247          72         512    -83.156988
          248          72         512    -83.858638
          249          64         512    -84.560261
          250          60         512    -85.261846
          251          50         512    -85.963372
          252          45         512    -86.664803
          253          40         512    -87.366063
          254          36         512    -88.066972
          255          25         512    -88.766951
          256          18         512    -89.462822
